"ZMDM_MATERIAL_MASS_MBEW_MARA","N/A","  569","  384","  185","33 %","Download MARA MARC MVKE Data for automated link between CP1,",
"[Totle]"," ","  569","  384","  185","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZMDM_MATERIAL_MASS_MVKE_MARA","N/A","  617","  418","  199","32 %","Download MARA MARC MVKE Data for automated link between CP1,",
"[Totle]"," ","  617","  418","  199","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZMDM_MATERIAL_PURINF_PRIC","N/A","  599","  406","  193","32 %","Download Purinfo + price Data for automated link between CP1",
"[Totle]"," ","  599","  406","  193","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZMDM_MATERIAL_PURINF_ZPRO","N/A","  540","  353","  187","35 %","Download Purinfo + price Data for automated link between CP1",
"[Totle]"," ","  540","  353","  187","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZMDM_MATERIAL_PURINF_ZPRS","N/A","   10","    1","    9","90 %","Download Purinfo + price Data for automated link between CP1",
"[Totle]"," ","   10","    1","    9","90 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZMM_EQUIPMENT_RPT","N/A","  259","  161","   98","38 %","Equipment with Internal Notes",
"[Totle]"," ","  259","  161","   98","38 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZMSC2N","N/A","   32","   27","    5","16 %","dfsd",
"BDCRECX1","N/A","  256","  184","   72","28 %","dfsd",
"[Totle]"," ","  288","  211","   77","27 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZMSR_TEXT","N/A","   24","   16","    8","33 %","SMAPLE TEXT",
"[Totle]"," ","   24","   16","    8","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZMULTICOLOR_TEST","N/A","  197","  129","   68","35 %","Program ZMULTICOLOR_TEST",
"OLE2INCL","N/A","    3","    1","    2","67 %","Include with TYPE Definition",
"[Totle]"," ","  200","  130","   70","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZM_CHECK_EKBE_AREWR","N/A","  324","  250","   74","23 %","Analysis of the purchase order history",
"[Totle]"," ","  324","  250","   74","23 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZN729820","N/A","   65","   36","   29","45 %","OSS729820: correct KP34: Authorization object S_TABU_DIS",
"[Totle]"," ","   65","   36","   29","45 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZNEWSLACP1","N/A","1,088","  923","  165","15 %","OSS729820: correct KP34: Authorization object S_TABU_DIS",
"[Totle]"," ","1,088","  923","  165","15 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZNGL_ADJUST_STATE","N/A","   31","   19","   12","39 %","OSS1235223: State issue in Preparation Phase - reset state",
"[Totle]"," ","   31","   19","   12","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZOPSECRE","N/A","  428","  306","  122","29 %","OSS182011: repair orders SEQ_NOT_FOUND / OPR_NOT_FOUND",
"[Totle]"," ","  428","  306","  122","29 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZORDREP02","N/A","   95","   55","   40","42 %","OSS371769: remove status partially billed from service order",
"[Totle]"," ","   95","   55","   40","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZP1","N/A","   19","    8","   11","58 %","TET",
"[Totle]"," ","   19","    8","   11","58 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPCA40B_CHECK_CEPC_BUKRS","N/A","  780","  495","  285","37 %","OSS388178: correct entries in CEPC_BUKRS",
"[Totle]"," ","  780","  495","  285","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPE","N/A","   10","    1","    9","90 %","OSS388178: correct entries in CEPC_BUKRS",
"[Totle]"," ","   10","    1","    9","90 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPHOTO_PRINT","N/A","  139","   94","   45","32 %","Program ZPHOTO_PRINT",
"[Totle]"," ","  139","   94","   45","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPK_TEST","N/A","  126","   13","  113","90 %","Test Program",
"[Totle]"," ","  126","   13","  113","90 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPLKZCHK","N/A","   49","   24","   25","51 %","OSS207730 - PLKZ records not deleted",
"[Totle]"," ","   49","   24","   25","51 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPM_ORDER_ST_01","N/A","   87","   65","   22","25 %","OSS1448477 - Dump "AVO_ALREADY_EXISTS" when viewing the oper",
"[Totle]"," ","   87","   65","   22","25 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPM_QMNUM_I0071","N/A","  214","  168","   46","21 %","OSS492742  -  Notification has status I0071 but no order",
"[Totle]"," ","  214","  168","   46","21 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPSFC008","N/A","  770","  537","  233","30 %","OSS94699 - Prod. order/proc. order: Objects w/o status objec",
"[Totle]"," ","  770","  537","  233","30 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPSFC055","N/A","  325","  298","   27"," 8 %","OSS182011  -  SEQ_NOT_FOUND / OPR_NOT_FOUND - AUFPL= 0 corre",
"[Totle]"," ","  325","  298","   27"," 8 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPSFC127","N/A","  281","  185","   96","34 %","OSS133342 Repair report ERROR_BUILDING_ITAB/error C2 327",
"[Totle]"," ","  281","  185","   96","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPTP_PO_CREATOR","N/A","  390","  249","  141","36 %","Display the creator of the PO",
"[Totle]"," ","  390","  249","  141","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPTT500L","N/A","  189","  147","   42","22 %","OSS575311 - Determining the HR country versions that are bei",
"[Totle]"," ","  189","  147","   42","22 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZPTT_ADJUST_T52C5","N/A","   26","   13","   13","50 %","T52C5: Report for Unicode conversion note 679275",
"[Totle]"," ","   26","   13","   13","50 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZQMCORR1","N/A","  247","  200","   47","19 %","status object creation",
"[Totle]"," ","  247","  200","   47","19 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZQMKAT01","N/A","  501","  436","   65","13 %","OSS196002 - Code and code group correction program",
"[Totle]"," ","  501","  436","   65","13 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRALM_ME_EQUI_FULL_DOWNLOAD_SD","N/A","  161","  110","   51","32 %","Report ZRALM_ME_EQUI_FULL_DOWNLOAD_SD - check docu",
"[Totle]"," ","  161","  110","   51","32 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRALM_ME_FLOC_FULL_DOWNLOAD_SD","N/A","  162","  112","   50","31 %","Report RALM_ME_FLOC_FULL_DOWNLOAD_SD",
"[Totle]"," ","  162","  112","   50","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRALM_ME_MEASP_FULL_DOWNLOADSD","N/A","  163","  108","   55","34 %","Report ZRALM_ME_MEASP_FULL_DOWNLOAD_SD",
"[Totle]"," ","  163","  108","   55","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRBE_DWL_REPORTS_ASSIGNMENTS","N/A","    7","    0","    7","100 %","ZRBE_DWL_REPORTS_ASSIGNMENTS",
"[Totle]"," ","    7","    0","    7","100 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRBE_DWL_TABLE_FIELDS","N/A","    7","    0","    7","100 %","ZRBE_DWL_TABLE_FIELDS",
"[Totle]"," ","    7","    0","    7","100 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRBE_DWL_TRANS_ASSIGNMENTS","N/A","    7","    0","    7","100 %","ZRBE_DWL_TRANS_ASSIGNMENTS",
"[Totle]"," ","    7","    0","    7","100 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRBE_GENERATE_EXTRACT","N/A","4,113","3,343","  770","19 %","ZRBE_GENERATE_EXTRACT",
"IXML_GLOBAL","N/A","    4","    1","    3","75 %","ZRBE_GENERATE_EXTRACT",
"[Totle]"," ","4,117","3,344","  773","19 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRBE_MAIN","N/A","    7","    0","    7","100 %","ZRBE_MAIN",
"[Totle]"," ","    7","    0","    7","100 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZREPMIR7","N/A","  859","  714","  145","17 %","OSS382797: MIRO: Analysis and repair for missing follow-up d",
"[Totle]"," ","  859","  714","  145","17 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZREPORT","N/A","   54","   27","   27","50 %","sample report",
"[Totle]"," ","   54","   27","   27","50 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZREPORT1","N/A","  125","  102","   23","18 %","samplE report for selection screen",
"[Totle]"," ","  125","  102","   23","18 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZREPRESB","N/A","  160","  136","   24","15 %","OSS182011  -  SEQ_NOT_FOUND / OPR_NOT_FOUND RESB correction",
"[Totle]"," ","  160","  136","   24","15 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZREP_OBJK_OBZAE","N/A","  165","  100","   65","39 %","OSS379967: correct Serv orders corrects object list entries",
"[Totle]"," ","  165","  100","   65","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZREP_OBJLIST","N/A","  180","  104","   76","42 %","OSS379967: correct Serv orders double entries for the same n",
"[Totle]"," ","  180","  104","   76","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRESBFIX","N/A","   66","   55","   11","17 %","OSS182011: fix orders 'OPR_NOT_FOUND' (RESB)",
"[Totle]"," ","   66","   55","   11","17 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRESSEAR","N/A","   85","   68","   17","20 %","OSS182011: check dump SEQ_NOT_FOUND or OPR_NOT_FOUND",
"[Totle]"," ","   85","   68","   17","20 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRFINDEX","N/A","16386","10607","5,779","35 %","FI Consistency Check",
"RFINDEX_SCHED","N/A","  452","  316","  136","30 %","FI Consistency Check",
"RKASMAWF","N/A","    9","    3","    6","67 %","FI Consistency Check",
"SCHEDMAN_EVENTS","N/A","    7","    4","    3","43 %","FI Consistency Check",
"[Totle]"," ","16854","10930","5,924","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRFSEPA02","N/A","  948","  695","  253","27 %","175960 -Switch On Open Item Management by Changing Master Re",
"EPA00F00","N/A","  152","   97","   55","36 %","175960 -Switch On Open Item Management by Changing Master Re",
"FSACHCDC","N/A","   20","   20","    0"," 0 %","175960 -Switch On Open Item Management by Changing Master Re",
"FSACHCDF","N/A","    6","    5","    1","17 %","175960 -Switch On Open Item Management by Changing Master Re",
"FSACHCDV","N/A","   23","   15","    8","35 %","175960 -Switch On Open Item Management by Changing Master Re",
"[Totle]"," ","1,149","  832","  317","28 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRFSEPA03","N/A","  408","  269","  139","34 %","175960 Switch Off Open Item Management by Changing Master Re",
"FSACHCDC","N/A","   20","   20","    0"," 0 %","175960 Switch Off Open Item Management by Changing Master Re",
"FSACHCDF","N/A","    6","    5","    1","17 %","175960 Switch Off Open Item Management by Changing Master Re",
"FSACHCDV","N/A","   23","   15","    8","35 %","175960 Switch Off Open Item Management by Changing Master Re",
"ZEPA00F00","N/A","  165","   97","   68","41 %","175960 Switch Off Open Item Management by Changing Master Re",
"[Totle]"," ","  622","  406","  216","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM01","N/A","  129","   83","   46","36 %","Search strings in programs",
"[Totle]"," ","  129","   83","   46","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM02","N/A","1,151","  738","  413","36 %","Test Data for RFBIDE00",
"[Totle]"," ","1,151","  738","  413","36 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM03","N/A","  544","  313","  231","42 %","Test Data for RFBIKR00",
"[Totle]"," ","  544","  313","  231","42 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM04","N/A","   41","   17","   24","59 %","Tesprogram to play with Business Objects",
"[Totle]"," ","   41","   17","   24","59 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM05","N/A","   93","   44","   49","53 %","BCS Use, Example 1",
"[Totle]"," ","   93","   44","   49","53 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM06","N/A","  314","  261","   53","17 %","Spool from SAP to Acrobat format",
"[Totle]"," ","  314","  261","   53","17 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM07","N/A","   90","   74","   16","18 %","Overview on user exits, via transaction codes",
"[Totle]"," ","   90","   74","   16","18 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM08","N/A","  186","  114","   72","39 %","Testprogram to send sapscriptform via mail",
"[Totle]"," ","  186","  114","   72","39 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM09","N/A","  265","  157","  108","41 %","Create Contract from Quotation via BAPI: test",
"[Totle]"," ","  265","  157","  108","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM10","N/A","   93","   59","   34","37 %","Set user status of equipment",
"[Totle]"," ","   93","   59","   34","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM11","N/A","   36","   10","   26","72 %","Set parameter id of equipment",
"[Totle]"," ","   36","   10","   26","72 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM12","N/A","  100","   31","   69","69 %","Put file on a logical file",
"[Totle]"," ","  100","   31","   69","69 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM13","N/A","  526","  311","  215","41 %","Create a service order from a sales order (X1-flow)",
"[Totle]"," ","  526","  311","  215","41 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM14","N/A","  125","   38","   87","70 %","Add Service order number to the service notification",
"[Totle]"," ","  125","   38","   87","70 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM15","N/A","   48","   21","   27","56 %","Create link between service order and its original service n",
"[Totle]"," ","   48","   21","   27","56 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM17","N/A","   84","   35","   49","58 %","Add sales order to service order via BAPI",
"[Totle]"," ","   84","   35","   49","58 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM18","N/A","   51","   22","   29","57 %","AM: Link notification with service order",
"[Totle]"," ","   51","   22","   29","57 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM19","N/A","  115","   54","   61","53 %","Put service order in document flow sales order",
"[Totle]"," ","  115","   54","   61","53 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM21","N/A","  246","  112","  134","54 %","Change service order via BAPI",
"[Totle]"," ","  246","  112","  134","54 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM21_ATP","N/A","  534","  242","  292","55 %","Change service order via BAPI",
"[Totle]"," ","  534","  242","  292","55 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM22","N/A","   61","   17","   44","72 %","Change contract via BAPI, hoping to remove the incompletion",
"[Totle]"," ","   61","   17","   44","72 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM24","N/A","   81","   56","   25","31 %","Add serial number as technical object in sales order",
"[Totle]"," ","   81","   56","   25","31 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM26","N/A","  870","  661","  209","24 %","create something (from SDN)",
"[Totle]"," ","  870","  661","  209","24 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIM27","N/A","   29","   13","   16","55 %","Read the source code of a program",
"[Totle]"," ","   29","   13","   16","55 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRIORD051","N/A","  193","  122","   71","37 %","OSS496017: repair report for ERROR_BUILDING_ITAB",
"[Totle]"," ","  193","  122","   71","37 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRKNASR","N/A","  159","  103","   56","35 %","OSS305426  -  Multiple counter plan: Gaps in scheduling reco",
"[Totle]"," ","  159","  103","   56","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRMAFRU00","N/A","2,881","2,230","  651","23 %","Postprocessing Incorrect Confirmations",
"LCOKOTYP","N/A","   31","   21","   10","32 %","Postprocessing Incorrect Confirmations",
"LCORPHER","N/A","   22","   20","    2"," 9 %","Constants for Origin of Confirmation Pool",
"LCORSART","N/A","   40","   37","    3"," 8 %","PDC Record Types",
"LCORUFS3","N/A","  156","   80","   76","49 %","PDC Record Types",
"[Totle]"," ","3,130","2,388","  742","24 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRMAFRU01","N/A","   32","   25","    7","22 %","PDC Error Record Handling",
"LCOKOTYP","N/A","   31","   21","   10","32 %","PDC Error Record Handling",
"LCORPHER","N/A","   22","   20","    2"," 9 %","Constants for Origin of Confirmation Pool",
"[Totle]"," ","   85","   66","   19","22 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRMIAPL60","N/A","1,025","  619","  406","40 %","Material Where-Used List for Task Lists",
"EAMCC_MIOLXF14","N/A","   13","    7","    6","46 %","Material Where-Used List for Task Lists",
"MIOLXF14","N/A","1,087","  685","  402","37 %","Central forms for output list editing PM (single-level lists",
"MIOLXF16","N/A","2,410","1,673","  737","31 %","Central Functions List Editing PM, QM, SM from Release 4.0",
"MIOLXTOP","N/A","  285","  197","   88","31 %","Operand for Object Master Data Lists in PM",
"[Totle]"," ","4,820","3,181","1,639","34 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRSARFCER","N/A","  239","  202","   37","15 %","Delete tRFC",
"[Totle]"," ","  239","  202","   37","15 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRSARFCRD","N/A","1,006","  792","  214","21 %","Transactional RFC",
"[Totle]"," ","1,006","  792","  214","21 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRTEST","N/A","  136","    2","  134","99 %","test",
"[Totle]"," ","  136","    2","  134","99 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRTTI","N/A","   45","   30","   15","33 %","Test RTTI",
"[Totle]"," ","   45","   30","   15","33 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZRV13A954","N/A","1,092","  648","  444","41 %","Select Condition Records",
"ZVAKEDATA","N/A","  110","   70","   40","36 %","Select Condition Records",
"[Totle]"," ","1,202","  718","  484","40 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZR_CONVERSION","N/A","   35","   12","   23","66 %","test",
"[Totle]"," ","   35","   12","   23","66 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZSALMON_RCM","N/A","  760","  680","   80","11 %","ZSALMON",
"[Totle]"," ","  760","  680","   80","11 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZSAPF124","N/A","  146","  111","   35","24 %","Automatic Clearing - variant of SAPF124 per company code (CR",
"F124_AUSLAUFENDE_WAEHRUNG_MF01","N/A","  120","   69","   51","43 %","Automatic Clearing - variant of SAPF124 per company code (CR",
"F124_CHECK_PAYMENT_METHODF01","N/A","   29","   21","    8","28 %","Automatic Clearing - variant of SAPF124 per company code (CR",
"F124_DETAIL_LIST","N/A","1,012","  901","  111","11 %","Automatic Clearing - variant of SAPF124 per company code (CR",
"F124_SET_GLOBAL_FLAGSF01","N/A","   31","   14","   17","55 %","Automatic Clearing - variant of SAPF124 per company code (CR",
"F124_SHORT_LIST","N/A","  196","  168","   28","14 %","Automatic Clearing - variant of SAPF124 per company code (CR",
"INCLF124","N/A","   44","   39","    5","11 %","Constants Include",
"RKASMAWF","N/A","    9","    3","    6","67 %","Constants Include",
"RMRM_IDOC_DATA_ERS_SBO","N/A","   30","    1","   29","97 %","Constants Include",
"RMRM_UPD_ARSEG_NFM","N/A","   31","    1","   30","97 %","Erweiterungs-Hülle f.ADD-On-L#sungen,Typgruppe MRM",
"SCHEDMAN_EVENTS","N/A","    7","    4","    3","43 %","Erweiterungs-Hülle f.ADD-On-L#sungen,Typgruppe MRM",
"YSE_F124TOP","N/A","  636","  538","   98","15 %","Include SAPF124",
"YSE_F124_LOGS","N/A","  541","  480","   61","11 %","Include SAPF124",
"YSE_F124_MERGE","N/A","6,250","4,781","1,469","24 %","Include SAPF124",
"[Totle]"," ","9,082","7,131","1,951","21 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZSAPLINK","N/A","1,382","1,053","  329","24 %","SAPlink 0.1.3",
"ZSAPLINK","0110","   70","   51","   19","27 %","SEL_SCREEN 0110 INFO:170000400000000000000000000003729528653",
"ZSAPLINK","0120","  107","   84","   23","21 %","SEL_SCREEN 0120 INFO:170000400000000000000000000003729528653",
"[Totle]"," ","1,559","1,188","  371","24 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZSAPLINK_INSTALLER","N/A","4,038","2,608","1,430","35 %","zsaplinkinstaller",
"[Totle]"," ","4,038","2,608","1,430","35 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZSAPSLA","N/A","1,441","1,127","  314","22 %","zsaplinkinstaller",
"[Totle]"," ","1,441","1,127","  314","22 %"," ",


"[Program ID]","[Dynpro No.]","[Total Lines]","[Process Lines]","[Comment Lines]","[Percentage]","[Title]",
"ZSAPSLACP1","N/A","1,268","  976","  292","23 %","zsaplinkinstaller",
