DBI: Format Detail Structure


FORMAT_NO	 COLUMN_NO	 COLUMN_NME	 MAX_LENGTH	 SOURCE_TYP	 SOURCE_VAL	 DEFAULT_V
30	 0280	 BENEFICIARY ACCOUNT	 0035	 	 	
30	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
30	 0300	 BENEFICIARY ACCOUNT TYPE	 0035	 	 	
30	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
30	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
30	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
30	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 	 	
30	 0350	 BENEFICIARY BRANCH CODE	 0010	 	 	
30	 0360	 BENEFICIARY BRANCH NAME	 0035	 TABLE	 REGUH-BNKN1	
30	 0370	 BENEFICIARY BANK NAME	 0070	 TABLE	 YHFAPPLC-YHNAME	
30	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
30	 0390	 BENEFICIARY BANK CLEARING CODE	 0017	 	 	
30	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 	 	
30	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 	 	
30	 0420	 BENEFICIARY BANK ADDRESS LINE 2	 0035	 	 	
30	 0430	 BENEFICIARY BANK ADDRESS LINE 3	 0035	 	 	
30	 0440	 BENEFICIARY BANK COUNTRY	 0002	 	 	
30	 0450	 INTERMEDIARY BANK NAME	 0035	 	 	
30	 0460	 INTERMEDIARY BANK ADDRESS LINE 1	 0035	 	 	
30	 0470	 INTERMEDIARY BANK ADDRESS LINE 2	 0035	 	 	
30	 0480	 INTERMEDIARY BANK ADDRESS LINE 3	 0035	 	 	
30	 0490	 INTERMEDIARY BANK COUNTRY	 0002	 	 	
30	 0500	 INTERMEDIARY BANK SWIFT	 0011	 	 	
30	 0510	 INTERMEDIARY BANK CLEARING CODE	 0017	 	 	
30	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 	 	
30	 0530	 SENDER INFO/SPECIAL INSTR 3	 0035	 	 	
30	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0035	 	 	
30	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 TABLE	 LFB1-INTAD	
30	 0560	 DEBTOR REFERENCE/SPECIAL INSTR 6	 0070	 	 	
30	 0570	 ORDER PARTY REFERENCE(CUST REF)	 0035	 TABLE	 REGUH-VBLNR	
30	 0580	 MAILING NAME	 0070	 TABLE	 LFB1-ZSABE	
30	 0590	 FAX NUMBER	 0035	 FUNCTION	 FN_FAX	
30	 0600	 REMARKS/YOUR/SENDER REFERENCE	 0035	 FUNCTION	 FN_PDL1	
30	 0610	 PARTICULARS/MISC/RECEIVER REF	 0035	 TABLE	 LFB1-KVERM	
30	 0620	 ORDER DATE	 0008	 	 	
30	 0630	 TRANSACTION TYPE	 0003	 	 	
30	 0640	 PAYMENT ID	 0025	 TABLE	 REGUH-ZBUKR,BKPF-GJAHR,REGUH-VBLNR	
30	 0650	 NO OF WTX RECORD	 0010	 	 	
30	 0660	 EXTENDED PAYMENT DETAILS	 0000	 FUNCTION	 INSERT_DETAILS	
30	 0670	 RESERVE	 0100	 	 	
31	 0010	 CREDIT/DEBIT ACCOUNT	 0035	 TABLE	 REGUH-UBKNT	
31	 0020	 CREDIT/DEBIT ACCOUNT CURRENCY	 0003	 TABLE	 T012K-WAERS	
31	 0030	 CHARGE ACCOUNT	 0035	 TABLE	 T012D-DTGBK	 REGUH-UBKNT
31	 0040	 CHARGE ACCOUNT CURRENCY	 0003	 TABLE	 T012D-DTGIS	 T012K-WAERS
31	 0050	 PAYMENT MODE	 0003	 	 TDD	
31	 0060	 INSTRUCTION FOR CHARGES	 0003	 TABLE	 T042I-GEBKZ	 15
31	 0070	 URGENT/SINGLE PAYMENT FLAG	 0001	 	 	
31	 0080	 SINGLE DEBIT FLAG	 0001	 	 	
31	 0090	 TRANSACTION CURRENCY	 0003	 TABLE	 REGUH-WAERS	
31	 0100	 TRANSACTION DATE	 0008	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4)	
31	 0110	 TRANSACTION DATE TYPE	 0002	 	 	
31	 0120	 BULK REFERENCE/ORDERER REFERENCE	 0035	 TABLE	 REGUH-LAUFI,REGUH-LAUFD	 OUT,SY-DATUM,SY-UZEIT
31	 0130	 BUSINESS CATEGORY	 0003	 	 	
31	 0140	 BUSINESS DESCRIPTIONS	 0035	 	 	
31	 0150	 SCHEDULE DATE	 0008	 	 	
31	 0160	 RESTRICTED PAYMENT FLAG	 0001	 FUNCTION	 FN_RPF	
31	 0170	 RESERVE	 0100	 	 	
31	 0180	 TRANSACTION AMOUNT	 0015	 FUNCTION	 FN_TA	
31	 0190	 PAYMENT INSTRUCTIONS	 0008	 	 	
31	 0200	 PAYMENT DETAILS LINE 1	 0035	 	 	
31	 0210	 PAYMENT DETAILS LINE 2	 0035	 	 	
31	 0220	 PAYMENT DETAILS LINE 3	 0035	 	 	
31	 0230	 PAYMENT DETAILS LINE 4	 0035	 	 	
31	 0240	 SPECIAL INSTRUCTIONS LINE1	 0035	 	 	
31	 0250	 SPECIAL INSTRUCTIONS LINE2	 0035	 	 	
31	 0260	 BENEFICIARY CODE	 0012	 	 	
31	 0270	 BENEFICIARY NAME	 0024	 TABLE	 BSEC-NAME1,,BSEC-NAME2	 ADRC-NAME1,,ADRC-NAME2
31	 0280	 BENEFICIARY ACCOUNT	 0014	 TABLE	 REGUH-ZBNKN	
31	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
31	 0300	 BENEFICIARY ACCOUNT TYPE	 0035	 	 	
31	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
31	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
31	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
31	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 	 	
31	 0350	 BENEFICIARY BRANCH CODE	 0003	 	 	
31	 0360	 BENEFICIARY BRANCH NAME	 0035	 TABLE	 BNKA-BRNCH	
31	 0370	 BENEFICIARY BANK NAME	 0035	 TABLE	 BNKA-BANKA	
31	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
31	 0390	 BENEFICIARY BANK CLEARING CODE	 0004	 TABLE	 REGUH-ZBNKY	
31	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 	 	
31	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 	 	
31	 0420	 BENEFICIARY BANK ADDRESS LINE 2	 0035	 	 	
31	 0430	 BENEFICIARY BANK ADDRESS LINE 3	 0035	 	 	
31	 0440	 BENEFICIARY BANK COUNTRY	 0002	 	 	
31	 0450	 INTERMEDIARY BANK NAME	 0035	 	 	
31	 0460	 INTERMEDIARY BANK ADDRESS LINE 1	 0035	 	 	
31	 0470	 INTERMEDIARY BANK ADDRESS LINE 2	 0035	 	 	
31	 0480	 INTERMEDIARY BANK ADDRESS LINE 3	 0035	 	 	
31	 0490	 INTERMEDIARY BANK COUNTRY	 0002	 	 	
31	 0500	 INTERMEDIARY BANK SWIFT	 0011	 	 	
31	 0510	 INTERMEDIARY BANK CLEARING CODE	 0017	 	 	
31	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 	 	
31	 0530	 SENDER INFO/SPECIAL INSTR 3	 0070	 	 	
31	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0070	 	 	
31	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 	 	
31	 0560	 DEBTOR REFERENCE/SPECIAL INSTR 6	 0070	 	 	
31	 0570	 ORDER PARTY REFERENCE(CUST REF)	 0012	 TABLE	 REGUH-VBLNR	
31	 0580	 MAILING NAME	 0070	 TABLE	 KNB1-ZSABE	
31	 0590	 FAX NUMBER	 0035	 FUNCTION	 FN_FAX	
31	 0600	 REMARKS/YOUR/SENDER REFERENCE	 0040	 	 	
31	 0610	 PARTICULARS/MISC/RECEIVER REF	 0012	 	 	
31	 0620	 ORDER DATE	 0008	 	 	
31	 0630	 TRANSACTION TYPE	 0003	 TABLE	 T042N-BKTCP	
31	 0640	 PAYMENT ID	 0025	 TABLE	 REGUH-ZBUKR,BKPF-GJAHR,REGUH-VBLNR	
31	 0650	 NO OF WTX RECORD	 0010	 	 	
31	 0660	 EXTENDED PAYMENT DETAILS	 0000	 FUNCTION	 INSERT_DETAILS	
31	 0670	 RESERVE	 0100	 	 	
32	 0010	 CREDIT/DEBIT ACCOUNT	 0035	 TABLE	 REGUH-UBKNT	
32	 0020	 CREDIT/DEBIT ACCOUNT CURRENCY	 0003	 TABLE	 T012K-WAERS	
32	 0030	 CHARGE ACCOUNT	 0035	 TABLE	 T012D-DTGBK	 REGUH-UBKNT
32	 0040	 CHARGE ACCOUNT CURRENCY	 0003	 TABLE	 T012D-DTGIS	 T012K-WAERS
32	 0050	 PAYMENT MODE	 0003	 	 TDC	
32	 0060	 INSTRUCTION FOR CHARGES	 0003	 TABLE	 T042I-GEBKZ	 15
32	 0070	 URGENT/SINGLE PAYMENT FLAG	 0001	 	 	
32	 0080	 SINGLE DEBIT FLAG	 0001	 	 	
32	 0090	 TRANSACTION CURRENCY	 0003	 TABLE	 REGUH-WAERS	
32	 0100	 TRANSACTION DATE	 0008	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4)	
32	 0110	 TRANSACTION DATE TYPE	 0002	 	 	
32	 0120	 BULK REFERENCE/ORDERER REFERENCE	 0035	 TABLE	 REGUH-LAUFI,REGUH-LAUFD	 OUT,SY-DATUM,SY-UZEIT
32	 0130	 BUSINESS CATEGORY	 0003	 	 	
32	 0140	 BUSINESS DESCRIPTIONS	 0035	 	 	
32	 0150	 SCHEDULE DATE	 0008	 	 	
32	 0160	 RESTRICTED PAYMENT FLAG	 0001	 FUNCTION	 FN_RPF	
32	 0170	 RESERVE	 0100	 	 	
32	 0180	 TRANSACTION AMOUNT	 0015	 FUNCTION	 FN_TA	
32	 0190	 PAYMENT INSTRUCTIONS	 0008	 	 	
32	 0200	 PAYMENT DETAILS LINE 1	 0035	 	 	
32	 0210	 PAYMENT DETAILS LINE 2	 0035	 	 	
32	 0220	 PAYMENT DETAILS LINE 3	 0035	 	 	
32	 0230	 PAYMENT DETAILS LINE 4	 0035	 	 	
32	 0240	 SPECIAL INSTRUCTIONS LINE1	 0035	 	 	
32	 0250	 SPECIAL INSTRUCTIONS LINE2	 0035	 	 	
32	 0260	 BENEFICIARY CODE	 0012	 	 	
32	 0270	 BENEFICIARY NAME	 0024	 TABLE	 BSEC-NAME1,,BSEC-NAME2	 ADRC-NAME1,,ADRC-NAME2
32	 0280	 BENEFICIARY ACCOUNT	 0011	 TABLE	 REGUH-ZBNKN	
32	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
32	 0300	 BENEFICIARY ACCOUNT TYPE	 0035	 	 	
32	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
32	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
32	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
32	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 	 	
32	 0350	 BENEFICIARY BRANCH CODE	 0003	 TABLE	 	
32	 0360	 BENEFICIARY BRANCH NAME	 0035	 TABLE	 BNKA-BRNCH	
32	 0370	 BENEFICIARY BANK NAME	 0035	 TABLE	 BNKA-BANKA	
32	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
32	 0390	 BENEFICIARY BANK CLEARING CODE	 0004	 TABLE	 REGUH-ZBNKY	
32	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 	 	
32	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 	 	
32	 0420	 BENEFICIARY BANK ADDRESS LINE 2	 0035	 	 	
32	 0430	 BENEFICIARY BANK ADDRESS LINE 3	 0035	 	 	
32	 0440	 BENEFICIARY BANK COUNTRY	 0002	 	 	
32	 0450	 INTERMEDIARY BANK NAME	 0035	 	 	
32	 0460	 INTERMEDIARY BANK ADDRESS LINE 1	 0035	 	 	
32	 0470	 INTERMEDIARY BANK ADDRESS LINE 2	 0035	 	 	
32	 0480	 INTERMEDIARY BANK ADDRESS LINE 3	 0035	 	 	
32	 0490	 INTERMEDIARY BANK COUNTRY	 0002	 	 	
32	 0500	 INTERMEDIARY BANK SWIFT	 0011	 	 	
32	 0510	 INTERMEDIARY BANK CLEARING CODE	 0017	 	 	
32	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 	 	
32	 0530	 SENDER INFO/SPECIAL INSTR 3	 0070	 	 	
32	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0070	 	 	
32	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 	 	
32	 0560	 DEBTOR REFERENCE/SPECIAL INSTR 6	 0070	 TABLE	 REGUH-BKREF	
32	 0570	 ORDER PARTY REFERENCE(CUST REF)	 0012	 TABLE	 REGUH-VBLNR	
32	 0580	 MAILING NAME	 0070	 TABLE	 LFB1-ZSABE	
32	 0590	 FAX NUMBER	 0035	 FUNCTION	 FN_FAX	
32	 0600	 REMARKS/YOUR/SENDER REFERENCE	 0040	 FUNCTION	 FN_PDL1	
32	 0610	 PARTICULARS/MISC/RECEIVER REF	 0012	 	 	
32	 0620	 ORDER DATE	 0008	 	 	
32	 0630	 TRANSACTION TYPE	 0003	 TABLE	 T042N-BKTCP	
32	 0640	 PAYMENT ID	 0025	 TABLE	 REGUH-ZBUKR,BKPF-GJAHR,REGUH-VBLNR	
32	 0650	 NO OF WTX RECORD	 0010	 	 	
32	 0660	 EXTENDED PAYMENT DETAILS	 0000	 FUNCTION	 INSERT_DETAILS	
32	 0670	 RESERVE	 0100	 	 	
33	 0010	 CREDIT/DEBIT ACCOUNT	 0035	 TABLE	 REGUH-UBKNT	
33	 0020	 CREDIT/DEBIT ACCOUNT CURRENCY	 0003	 TABLE	 T012K-WAERS	
33	 0030	 CHARGE ACCOUNT	 0035	 TABLE	 T012D-DTGBK	 REGUH-UBKNT
33	 0040	 CHARGE ACCOUNT CURRENCY	 0003	 TABLE	 T012D-DTGIS	 T012K-WAERS
33	 0050	 PAYMENT MODE	 0003	 	 KDD	
33	 0060	 INSTRUCTION FOR CHARGES	 0003	 TABLE	 T042I-GEBKZ	 15
33	 0070	 URGENT/SINGLE PAYMENT FLAG	 0001	 	 	
33	 0080	 SINGLE DEBIT FLAG	 0001	 	 	
33	 0090	 TRANSACTION CURRENCY	 0003	 TABLE	 REGUH-WAERS	
33	 0100	 TRANSACTION DATE	 0008	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4)	
33	 0110	 TRANSACTION DATE TYPE	 0002	 	 	
33	 0120	 BULK REFERENCE/ORDERER REFERENCE	 0035	 TABLE	 REGUH-LAUFI,REGUH-LAUFD	 OUT,SY-DATUM,SY-UZEIT
33	 0130	 BUSINESS CATEGORY	 0003	 	 	
33	 0140	 BUSINESS DESCRIPTIONS	 0035	 	 	
33	 0150	 SCHEDULE DATE	 0008	 	 	
33	 0160	 RESTRICTED PAYMENT FLAG	 0001	 FUNCTION	 FN_RPF	
33	 0170	 RESERVE	 0100	 	 	
33	 0180	 TRANSACTION AMOUNT	 0015	 FUNCTION	 FN_TA	
33	 0190	 PAYMENT INSTRUCTIONS	 0008	 	 	
33	 0200	 PAYMENT DETAILS LINE 1	 0035	 	 	
33	 0210	 PAYMENT DETAILS LINE 2	 0035	 	 	
33	 0220	 PAYMENT DETAILS LINE 3	 0035	 	 	
33	 0230	 PAYMENT DETAILS LINE 4	 0035	 	 	
33	 0240	 SPECIAL INSTRUCTIONS LINE1	 0035	 	 	
33	 0250	 SPECIAL INSTRUCTIONS LINE2	 0035	 	 	
33	 0260	 BENEFICIARY CODE	 0012	 	 	
33	 0270	 BENEFICIARY NAME	 0024	 TABLE	 BSEC-NAME1,,BSEC-NAME2	 ADRC-NAME1,,ADRC-NAME2
33	 0280	 BENEFICIARY ACCOUNT	 0016	 TABLE	 REGUH-ZBNKN	
33	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
33	 0300	 BENEFICIARY ACCOUNT TYPE	 0035	 	 	
33	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
33	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
33	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
33	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 	 	
33	 0350	 BENEFICIARY BRANCH CODE	 0003	 TABLE	 REGUH-ZBNKY+4(3)	
33	 0360	 BENEFICIARY BRANCH NAME	 0035	 TABLE	 BNKA-BRNCH	
33	 0370	 BENEFICIARY BANK NAME	 0035	 TABLE	 BNKA-BANKA	
33	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
33	 0390	 BENEFICIARY BANK CLEARING CODE	 0004	 TABLE	 REGUH-ZBNKY+0(4)	
33	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 	 	
33	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 	 	
33	 0420	 BENEFICIARY BANK ADDRESS LINE 2	 0035	 	 	
33	 0430	 BENEFICIARY BANK ADDRESS LINE 3	 0035	 	 	
33	 0440	 BENEFICIARY BANK COUNTRY	 0002	 	 	
33	 0450	 INTERMEDIARY BANK NAME	 0035	 	 	
33	 0460	 INTERMEDIARY BANK ADDRESS LINE 1	 0035	 	 	
33	 0470	 INTERMEDIARY BANK ADDRESS LINE 2	 0035	 	 	
33	 0480	 INTERMEDIARY BANK ADDRESS LINE 3	 0035	 	 	
33	 0490	 INTERMEDIARY BANK COUNTRY	 0002	 	 	
33	 0500	 INTERMEDIARY BANK SWIFT	 0011	 	 	
33	 0510	 INTERMEDIARY BANK CLEARING CODE	 0017	 	 	
33	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 	 	
33	 0530	 SENDER INFO/SPECIAL INSTR 3	 0070	 	 	
33	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0070	 	 	
33	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 	 	
33	 0560	 DEBTOR REFERENCE/SPECIAL INSTR 6	 0070	 	 	
33	 0570	 ORDER PARTY REFERENCE(CUST REF)	 0012	 TABLE	 REGUH-VBLNR	
33	 0580	 MAILING NAME	 0070	 TABLE	 KNB1-ZSABE	
33	 0590	 FAX NUMBER	 0035	 FUNCTION	 FN_FAX	
33	 0600	 REMARKS/YOUR/SENDER REFERENCE	 0040	 	 	
33	 0610	 PARTICULARS/MISC/RECEIVER REF	 0012	 	 	
33	 0620	 ORDER DATE	 0008	 	 	
33	 0630	 TRANSACTION TYPE	 0003	 TABLE	 T042N-BKTCP	
33	 0640	 PAYMENT ID	 0025	 TABLE	 REGUH-ZBUKR,BKPF-GJAHR,REGUH-VBLNR	
33	 0650	 NO OF WTX RECORD	 0010	 	 	
33	 0660	 EXTENDED PAYMENT DETAILS	 0000	 FUNCTION	 INSERT_DETAILS	
33	 0670	 RESERVE	 0100	 	 	
34	 0010	 CREDIT/DEBIT ACCOUNT	 0035	 TABLE	 REGUH-UBKNT	
34	 0020	 CREDIT/DEBIT ACCOUNT CURRENCY	 0003	 TABLE	 T012K-WAERS	
34	 0030	 CHARGE ACCOUNT	 0035	 	 	
34	 0040	 CHARGE ACCOUNT CURRENCY	 0003	 	 	
34	 0050	 PAYMENT MODE	 0003	 	 NET	
34	 0060	 INSTRUCTION FOR CHARGES	 0003	 	 	
34	 0070	 URGENT/SINGLE PAYMENT FLAG	 0001	 	 	
34	 0080	 SINGLE DEBIT FLAG	 0001	 	 	
34	 0090	 TRANSACTION CURRENCY	 0003	 TABLE	 REGUH-WAERS	
34	 0100	 TRANSACTION DATE	 0008	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4)	
34	 0110	 TRANSACTION DATE TYPE	 0002	 	 	
34	 0120	 BULK REFERENCE/ORDERER REFERENCE	 0035	 TABLE	 REGUH-LAUFI,REGUH-LAUFD	 OUT,SY-DATUM,SY-UZEIT
34	 0130	 BUSINESS CATEGORY	 0003	 	 	
34	 0140	 BUSINESS DESCRIPTIONS	 0035	 	 	
34	 0150	 SCHEDULE DATE	 0008	 	 	
34	 0160	 RESTRICTED PAYMENT FLAG	 0001	 FUNCTION	 FN_RPF	
34	 0170	 RESERVE	 0100	 	 	
34	 0180	 TRANSACTION AMOUNT	 0015	 FUNCTION	 FN_TA	
34	 0190	 PAYMENT INSTRUCTIONS	 0008	 	 	
34	 0200	 PAYMENT DETAILS LINE 1	 0035	 	 	
34	 0210	 PAYMENT DETAILS LINE 2	 0035	 	 	
34	 0220	 PAYMENT DETAILS LINE 3	 0035	 	 	
34	 0230	 PAYMENT DETAILS LINE 4	 0035	 	 	
34	 0240	 SPECIAL INSTRUCTIONS LINE1	 0035	 	 	
34	 0250	 SPECIAL INSTRUCTIONS LINE2	 0035	 	 	
34	 0260	 BENEFICIARY CODE	 0012	 FUNCTION	 FN_BEN	
34	 0270	 BENEFICIARY NAME	 0024	 TABLE	 BSEC-NAME1,,BSEC-NAME2	 ADRC-NAME1,,ADRC-NAME2
34	 0280	 BENEFICIARY ACCOUNT	 0035	 TABLE	 REGUH-ZBNKN	
34	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
34	 0300	 BENEFICIARY ACCOUNT TYPE	 0035	 	 	
34	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
34	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
34	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
34	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 	 	
34	 0350	 BENEFICIARY BRANCH CODE	 0003	 	 	
34	 0360	 BENEFICIARY BRANCH NAME	 0035	 	 	
34	 0370	 BENEFICIARY BANK NAME	 0035	 	 	
34	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
34	 0390	 BENEFICIARY BANK CLEARING CODE	 0004	 	 	
34	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 	 	
34	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 	 	
34	 0420	 BENEFICIARY BANK ADDRESS LINE 2	 0035	 	 	
34	 0430	 BENEFICIARY BANK ADDRESS LINE 3	 0035	 	 	
34	 0440	 BENEFICIARY BANK COUNTRY	 0002	 	 	
34	 0450	 INTERMEDIARY BANK NAME	 0035	 	 	
34	 0460	 INTERMEDIARY BANK ADDRESS LINE 1	 0035	 	 	
34	 0470	 INTERMEDIARY BANK ADDRESS LINE 2	 0035	 	 	
34	 0480	 INTERMEDIARY BANK ADDRESS LINE 3	 0035	 	 	
34	 0490	 INTERMEDIARY BANK COUNTRY	 0002	 	 	
34	 0500	 INTERMEDIARY BANK SWIFT	 0011	 	 	
34	 0510	 INTERMEDIARY BANK CLEARING CODE	 0017	 	 	
34	 0520	 INTERMEDIARY BANK CLEARING CTYPE	 0008	 	 	
34	 0530	 SENDER INFO/SPECIAL INSTR 3	 0035	 	 	
34	 0540	 RECEIVER INFO/SPECIAL INSTR 4	 0015	 	 	
34	 0550	 ORDER INFO/SPECIAL INSTR 5	 0070	 	 	
34	 0560	 DEBTOR REFERENCE/SPECIAL INSTR 6	 0070	 	 	
34	 0570	 ORDER PARTY REFERENCE(CUST REF)	 0035	 FUNCTION	 FN_REF	
34	 0580	 MAILING NAME	 0070	 	 	
34	 0590	 FAX NUMBER	 0035	 	 	
34	 0600	 REMARKS/YOUR/SENDER REFERENCE	 0040	 	 	
34	 0610	 PARTICULARS/MISC/RECEIVER REF	 0012	 	 	
34	 0620	 ORDER DATE	 0008	 	 	
34	 0630	 TRANSACTION TYPE	 0003	 	 	
34	 0640	 PAYMENT ID	 0025	 TABLE	 REGUH-ZBUKR,BKPF-GJAHR,REGUH-VBLNR	
34	 0650	 NO OF WTX RECORD	 0010	 	 	
34	 0660	 EXTENDED PAYMENT DETAILS	 0000	 	 	
34	 0670	 RESERVE	 0100	 	 	
35	 0010	 CREDIT/DEBIT ACCOUNT	 0035	 TABLE	 REGUH-UBKNT	
35	 0020	 CREDIT/DEBIT ACCOUNT CURRENCY	 0003	 TABLE	 T012K-WAERS	
35	 0030	 CHARGE ACCOUNT	 0035	 TABLE	 T012D-DTGBK	 REGUH-UBKNT
35	 0040	 CHARGE ACCOUNT CURRENCY	 0003	 TABLE	 T012D-DTGIS	 T012K-WAERS
35	 0050	 PAYMENT MODE	 0003	 	 CO	
35	 0060	 INSTRUCTION FOR CHARGES	 0003	 TABLE	 T042I-GEBKZ	 15
35	 0070	 URGENT/SINGLE PAYMENT FLAG	 0001	 	 	
35	 0080	 SINGLE DEBIT FLAG	 0001	 	 	
35	 0090	 TRANSACTION CURRENCY	 0003	 TABLE	 REGUH-WAERS	
35	 0100	 TRANSACTION DATE	 0008	 TABLE	 REGUH-VALUT+6(2),REGUH-VALUT+4(2),REGUH-VALUT+0(4)	
35	 0110	 TRANSACTION DATE TYPE	 0002	 	 	
35	 0120	 BULK REFERENCE/ORDERER REFERENCE	 0035	 TABLE	 REGUH-VBLNR	
35	 0130	 BUSINESS CATEGORY	 0003	 	 	
35	 0140	 BUSINESS DESCRIPTIONS	 0035	 	 	
35	 0150	 SCHEDULE DATE	 0008	 	 	
35	 0160	 RESTRICTED PAYMENT FLAG	 0001	 FUNCTION	 FN_RPF	
35	 0170	 RESERVE	 0100	 	 	
35	 0180	 TRANSACTION AMOUNT	 0015	 FUNCTION	 FN_TA	
35	 0190	 PAYMENT INSTRUCTIONS	 0008	 TABLE	 REGUH-DTAWS	 02
35	 0200	 PAYMENT DETAILS LINE 1	 0035	 FUNCTION	 FN_PDL1	
35	 0210	 PAYMENT DETAILS LINE 2	 0035	 FUNCTION	 FN_PDL2	
35	 0220	 PAYMENT DETAILS LINE 3	 0035	 FUNCTION	 FN_PDL3	
35	 0230	 PAYMENT DETAILS LINE 4	 0035	 FUNCTION	 FN_PDL4	
35	 0240	 SPECIAL INSTRUCTIONS LINE1	 0035	 	 	
35	 0250	 SPECIAL INSTRUCTIONS LINE2	 0035	 	 	
35	 0260	 BENEFICIARY CODE	 0012	 FUNCTION	 FN_BEN	
35	 0270	 BENEFICIARY NAME	 0035	 TABLE	 BSEC-NAME1,,BSEC-NAME2	 ADRC-NAME1,,ADRC-NAME2
35	 0280	 BENEFICIARY ACCOUNT	 0035	 TABLE	 REGUH-ZBNKN	
35	 0290	 BANEFICIARY ACCOUNT CCY	 0003	 	 	
35	 0300	 BENEFICIARY ACCOUNT TYPE	 0035	 	 	
35	 0310	 BENEFICIARY ADDRESS LINE1	 0035	 	 	
35	 0320	 BENEFICIARY ADDRESS LINE2	 0035	 	 	
35	 0330	 BENEFICIARY ADDRESS LINE3	 0035	 	 	
35	 0340	 BENEFICIARY COUNTRY OF RESIDENCE	 0002	 TABLE	 REGUH-ZLAND	
35	 0350	 BENEFICIARY BRANCH CODE	 0010	 	 	
35	 0360	 BENEFICIARY BRANCH NAME	 0035	 TABLE	 REGUH-BNKN1	
35	 0370	 BENEFICIARY BANK NAME	 0035	 TABLE	 BNKA-BANKA	
35	 0380	 BENEFICIARY BANK SWIFT	 0011	 	 	
35	 0390	 BENEFICIARY BANK CLEARING CODE	 0017	 FUNCTION	 FN_BBCC_NG	
35	 0400	 BENEFICIARY BANK CLEARING CODE T	 0008	 FUNCTION	 FN_BBCCT_NG	
35	 0410	 BENEFICIARY BANK ADDRESS LINE 1	 0035	 TABLE	 BNKA-BRNCH	
